fund_code,fund_name,fund_family,share_class,fund_type,etf_symbol,etf_name,underlying_name,asset_class,mapping_score,mapping_confidence,mapping_method,etf_rows_valid,etf_median_amount_60d,executable
160615,鹏华沪深300ETF联接(LOF)A,鹏华沪深300ETF联接,A,指数型-股票,159673,沪深300ETF鹏华,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,728,44025274.5,True
160706,嘉实沪深300ETF联接A,嘉实沪深300ETF联接,A,指数型-股票,159919,沪深300ETF嘉实,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3434,1752919217.5,True
161022,富国创业板ETF联接A,富国创业板ETF联接,A,指数型-股票,159971,创业板ETF富国,创业板,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1707,80644926.5,True
161121,易方达中证银行ETF联接(LOF)A,易方达中证银行ETF联接,A,指数型-股票,516310,银行ETF易方达,银行,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1246,118394940.5,True
161907,万家中证红利ETF联接A,万家中证红利ETF联接,A,指数型-股票,159581,红利ETF万家,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,567,22928127.5,True
162412,华宝医疗ETF联接A,华宝医疗ETF联接,A,指数型-股票,512170,医疗ETF华宝,医疗,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1719,568824649.5,True
162711,广发中证500ETF联接A,广发中证500ETF联接,A,指数型-股票,510510,中证500ETF广发,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3196,72877686.5,True
162714,广发深证100ETF联接A,广发深证100ETF联接,A,指数型-股票,159576,深证100ETF广发,深证100,equity_broad,100.0,HIGH,name_underlying_issuer_v1,613,9731645.0,True
164809,工银中证500ETF联接A,工银中证500ETF联接,A,指数型-股票,510530,中证500ETF工银,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,1583,5728234.5,True
202015,南方沪深300ETF联接A,南方沪深300ETF联接,A,指数型-股票,159925,沪深300ETF南方,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3222,84339347.5,True
202025,南方上证380ETF联接A,南方上证380ETF联接,A,指数型-股票,510290,上证380ETF南方,上证380,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3561,2828346.5,True
202211,南方中证A100ETF联接A,南方中证A100ETF联接,A,指数型-股票,560380,A100ETF南方,A100,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,375,14515641.5,True
217017,招商上证消费80ETF联接A,招商上证消费80ETF联接,A,指数型-股票,510150,消费ETF招商,消费,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3726,33296527.5,True
217019,招商深证TMT50ETF联接A,招商深证TMT50ETF联接,A,指数型-股票,159909,TMT50ETF招商,TMT50,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3550,11395962.5,True
240014,华宝中证A100ETF联接A,华宝中证A100ETF联接,A,指数型-股票,562000,A100ETF华宝,A100,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,960,11281912.0,True
240016,华宝上证180价值ETF联接A,华宝上证180价值ETF联接,A,指数型-股票,510030,价值ETF华宝,价值,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,3908,5263881.0,True
240019,华宝中证银行ETF联接A,华宝中证银行ETF联接,A,指数型-股票,512800,银行ETF华宝,银行,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,2173,789764275.5,True
270010,广发沪深300ETF联接A,广发沪深300ETF联接,A,指数型-股票,510360,沪深300ETF广发,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,2636,57971986.5,True
270026,广发国证2000ETF联接A,广发国证2000ETF联接,A,指数型-股票,159907,国证2000ETF广发,国证2000,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3618,10017637.0,True
410008,华富中证A100ETF联接A,华富中证A100ETF联接,A,指数型-股票,561880,A100ETF华富,A100,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,356,6083978.0,True
460300,华泰柏瑞沪深300ETF联接A,华泰柏瑞沪深300ETF联接,A,指数型-股票,510300,沪深300ETF华泰柏瑞,沪深300,equity_broad,100.0,HIGH,name_underlying_issuer_v1,3436,4834807463.5,True
481012,工银深证红利ETF联接A,工银深证红利ETF联接,A,指数型-股票,159905,红利ETF工银,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,3767,42547407.5,True
501011,汇添富中证中药ETF联接(LOF)A,汇添富中证中药ETF联接,A,指数型-股票,560080,中药ETF汇添富,中药,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,911,49477986.0,True
501036,汇添富中证500ETF联接(LOF)A,汇添富中证500ETF联接,A,指数型-股票,563750,中证500ETF汇添富,中证500,equity_broad,100.0,HIGH,name_underlying_issuer_v1,174,26321441.0,True
501047,汇添富中证全指证券公司ETF联接(LOF)A,汇添富中证全指证券公司ETF联接,A,指数型-股票,560090,证券ETF汇添富,证券,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,810,135342793.5,True
501090,华宝中证消费龙头ETF联接A,华宝中证消费龙头ETF联接,A,指数型-股票,516130,消费龙头ETF华宝,消费龙头,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,1156,11038284.0,True
501305,汇添富港股红利ETF联接A,汇添富港股红利ETF联接,A,指数型-股票,560020,红利ETF汇添富,红利,equity_dividend,100.0,HIGH,name_underlying_issuer_v1,669,2465771.0,True
502056,广发中证医疗ETF联接(LOF)A,广发中证医疗ETF联接,A,指数型-股票,560260,医疗ETF广发,医疗,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,684,7614954.0,True
530010,建信上证社会责任ETF联接,建信上证社会责任ETF联接,,指数型-股票,510090,责任ETF建信,责任,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3586,32146.5,True
530015,建信深证基本面60ETF联接A,建信深证基本面60ETF联接,A,指数型-股票,159916,基本面ETF建信,基本面,equity_thematic,100.0,HIGH,name_underlying_issuer_v1,3416,1670886.5,True
019857,博时上证科创板100ETF联接A,博时上证科创板100ETF联接,A,指数型-股票,588030,科创100ETF博时,科创100,equity_broad,58.833,LOW,name_underlying_issuer_v1,684,267565711.0,False
019859,银华上证科创板100ETF联接A,银华上证科创板100ETF联接,A,指数型-股票,588190,科创100ETF银华,科创100,equity_broad,58.833,LOW,name_underlying_issuer_v1,684,178958701.0,False
020683,南方上证科创板100ETF联接A,南方上证科创板100ETF联接,A,指数型-股票,588900,科创100ETF南方,科创100,equity_broad,58.833,LOW,name_underlying_issuer_v1,624,10328045.0,False
023621,华夏上证科创板200ETF联接A,华夏上证科创板200ETF联接,A,指数型-股票,588820,科创200ETF华夏,科创200,equity_broad,58.833,LOW,name_underlying_issuer_v1,370,31692221.0,False
023686,建信上证科创板200ETF联接A,建信上证科创板200ETF联接,A,指数型-股票,589820,科创200ETF建信,科创200,equity_broad,58.833,LOW,name_underlying_issuer_v1,201,11089579.5,False
023748,广发上证科创板200ETF联接A,广发上证科创板200ETF联接,A,指数型-股票,588140,科创200ETF广发,科创200,equity_broad,58.833,LOW,name_underlying_issuer_v1,185,10646743.5,False
023926,鹏华上证科创板200ETF联接A,鹏华上证科创板200ETF联接,A,指数型-股票,588240,科创200ETF鹏华,科创200,equity_broad,58.833,LOW,name_underlying_issuer_v1,340,54393534.5,False
006214,平安500ETF联接A,平安500ETF联接,A,指数型-股票,159215,A500ETF平安,A500,equity_broad,54.905,LOW,name_underlying_issuer_v1,312,12473233.0,False
005639,平安300ETF联接A,平安300ETF联接,A,指数型-股票,510390,沪深300ETF平安,沪深300,equity_broad,51.0,LOW,name_underlying_issuer_v1,2053,4900158.0,False
470068,汇添富深证300ETF联接A,汇添富深证300ETF联接,A,指数型-股票,159912,深300ETF汇添富,深300,equity_broad,49.667,LOW,name_underlying_issuer_v1,3554,1846916.5,False
020293,易方达上证科创板100ETF联接发起式A,易方达上证科创板100ETF联接发起式,A,指数型-股票,588220,科创100ETF鹏华,科创100,equity_broad,48.065,LOW,name_underlying_issuer_v1,684,645038920.5,False
023001,汇添富上证科创板100ETF联接A,汇添富上证科创板100ETF联接,A,指数型-股票,588220,科创100ETF鹏华,科创100,equity_broad,48.065,LOW,name_underlying_issuer_v1,684,645038920.5,False
022728,中银上证科创板50ETF联接A,中银上证科创板50ETF联接,A,指数型-股票,510050,上证50ETF华夏,上证50,equity_broad,45.983,LOW,name_underlying_issuer_v1,5201,2876115996.5,False
024752,华宝科创板综合增强策略ETF联接A,华宝科创板综合增强策略ETF联接,A,指数型-股票,588670,科创综指增强ETF嘉实,科创综指增强,equity_broad,45.588,LOW,name_underlying_issuer_v1,267,3289324.0,False
023757,鹏华上证科创综合ETF联接A,鹏华上证科创综合ETF联接,A,指数型-股票,589680,科创综指ETF鹏华,科创综指,equity_broad,44.912,LOW,name_underlying_issuer_v1,334,154182558.0,False
025727,南方上证科创板50成份ETF联接A,南方上证科创板50成份ETF联接,A,指数型-股票,159578,深证主板50ETF南方,深证主板50,equity_broad,44.471,LOW,name_underlying_issuer_v1,511,394847.0,False
006743,国联央视财经50ETF联接A,国联央视财经50ETF联接,A,指数型-股票,159965,央视50ETF国联,央视50,equity_broad,44.275,LOW,name_underlying_issuer_v1,1754,370216.5,False
011319,国泰上证综合ETF联接A,国泰上证综合ETF联接,A,指数型-股票,510140,上证综指ETF华夏,上证综指,equity_broad,43.0,LOW,name_underlying_issuer_v1,11,10452736.0,False
202017,南方深证成份ETF联接A,南方深证成份ETF联接,A,指数型-股票,159943,深证成指ETF大成,深证成指,equity_broad,43.0,LOW,name_underlying_issuer_v1,2679,24200140.0,False
011610,华泰柏瑞上证科创板50成份ETF联接A,华泰柏瑞上证科创板50成份ETF联接,A,指数型-股票,588090,科创50ETF华泰柏瑞,科创50,equity_broad,42.804,LOW,name_underlying_issuer_v1,1375,302444374.5,False
021484,景顺长城上证科创板50成份ETF联接A,景顺长城上证科创板50成份ETF联接,A,指数型-股票,159682,创业板50ETF景顺,创业板50,equity_broad,42.686,LOW,name_underlying_issuer_v1,856,365049835.0,False
007796,博时央创ETF联接A,博时央创ETF联接,A,指数型-股票,515900,央企创新ETF博时,央企创新,equity_thematic,42.423,LOW,name_underlying_issuer_v1,1594,8591823.5,False
022932,工银科创ETF联接Y,工银科创ETF联接,Y,指数型-股票,588050,科创50ETF工银,科创50,equity_broad,42.423,LOW,name_underlying_issuer_v1,1375,469907830.5,False
501302,南方恒指ETF联接(LOF)A,南方恒指ETF联接,A,指数型-股票,513600,恒生指数ETF南方,恒生指数,overseas,42.423,LOW,name_underlying_issuer_v1,2787,113797422.0,False
023741,华泰柏瑞上证科创板综合ETF联接A,华泰柏瑞上证科创板综合ETF联接,A,指数型-股票,589990,科创综指ETF华泰柏瑞,科创综指,equity_broad,42.0,LOW,name_underlying_issuer_v1,334,8924520.5,False
012698,平安中证新能车ETF联接A,平安中证新能车ETF联接,A,指数型-股票,515700,新能源车ETF平安,新能源车,equity_thematic,40.841,LOW,name_underlying_issuer_v1,1563,72829853.0,False
027291,易方达上证综合ETF联接A,易方达上证综合ETF联接,A,指数型-股票,510130,上证中盘ETF易方达,上证中盘,equity_broad,40.139,LOW,name_underlying_issuer_v1,3759,3565848.5,False
257060,国联安上证商品ETF联接A,国联安上证商品ETF联接,A,指数型-股票,510170,大宗商品ETF国联安,大宗商品,commodity,40.139,LOW,name_underlying_issuer_v1,3718,24517865.0,False
023729,易方达上证科创板综合ETF联接A,易方达上证科创板综合ETF联接,A,指数型-股票,589800,科创综指ETF易方达,科创综指,equity_broad,39.5,LOW,name_underlying_issuer_v1,335,150266499.0,False
023735,汇添富上证科创板综合ETF联接A,汇添富上证科创板综合ETF联接,A,指数型-股票,589080,科创综指ETF汇添富,科创综指,equity_broad,39.5,LOW,name_underlying_issuer_v1,334,34171428.0,False
008898,国寿创精选88ETF联接A,国寿创精选88ETF联接,A,指数型-股票,159804,创中盘88ETF国寿,创中盘88,equity_thematic,38.441,LOW,name_underlying_issuer_v1,1527,249785.0,False
006438,博时央调ETF联接A,博时央调ETF联接,A,指数型-股票,512960,央企结构调整ETF博时,央企结构调整,equity_thematic,36.667,LOW,name_underlying_issuer_v1,1816,6889294.5,False
023719,华夏上证科创板综合ETF联接A,华夏上证科创板综合ETF联接,A,指数型-股票,159563,创业板综ETF华夏,创业板综,equity_broad,36.376,LOW,name_underlying_issuer_v1,580,3692331.0,False
023721,天弘上证科创板综合ETF联接A,天弘上证科创板综合ETF联接,A,指数型-股票,589860,科创综指ETF天弘,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,334,33382120.0,False
023727,博时上证科创板综合ETF联接A,博时上证科创板综合ETF联接,A,指数型-股票,589900,科创综指ETF博时,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,334,27871115.0,False
023731,南方上证科创板综合ETF联接A,南方上证科创板综合ETF联接,A,指数型-股票,589660,科创综指ETF南方,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,334,50170734.0,False
023739,招商上证科创板综合ETF联接A,招商上证科创板综合ETF联接,A,指数型-股票,589770,科创综指ETF招商,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,334,20303258.0,False
023743,建信上证科创板综合ETF联接A,建信上证科创板综合ETF联接,A,指数型-股票,589880,科创综指ETF建信,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,337,33673040.5,False
024033,嘉实上证科创板综合ETF联接A,嘉实上证科创板综合ETF联接,A,指数型-股票,589300,科创综指ETF嘉实,科创综指,equity_broad,36.376,LOW,name_underlying_issuer_v1,304,3861463.0,False
014406,富国中证新华社民族品牌工程ETF联接A,富国中证新华社民族品牌工程ETF联接,A,指数型-股票,560820,中证A50ETF新华,中证A50,equity_broad,34.908,LOW,name_underlying_issuer_v1,301,40165.5,False
018315,易方达中证装备产业ETF联接发起式A,易方达中证装备产业ETF联接发起式,A,指数型-股票,510580,中证500ETF易方达,中证500,equity_broad,34.5,LOW,name_underlying_issuer_v1,2594,198055418.5,False
023725,工银上证科创板综合价格ETF联接A,工银上证科创板综合价格ETF联接,A,指数型-股票,589500,科创综指ETF工银,科创综指,equity_broad,33.0,LOW,name_underlying_issuer_v1,336,13154647.0,False
023737,富国上证科创板综合价格ETF联接A,富国上证科创板综合价格ETF联接,A,指数型-股票,589600,科创综指ETF富国,科创综指,equity_broad,33.0,LOW,name_underlying_issuer_v1,332,12493849.5,False
024085,兴业上证科创板综合价格ETF联接A,兴业上证科创板综合价格ETF联接,A,指数型-股票,589050,科创综指ETF兴业,科创综指,equity_broad,33.0,LOW,name_underlying_issuer_v1,221,4957070.0,False
005063,广发中证全指家用电器ETF联接A,广发中证全指家用电器ETF联接,A,指数型-股票,560880,家电ETF广发,家电,equity_thematic,32.608,LOW,name_underlying_issuer_v1,1035,20148899.5,False
008713,国泰中证全指家用电器ETF联接A,国泰中证全指家用电器ETF联接,A,指数型-股票,159996,家电ETF国泰,家电,equity_thematic,32.608,LOW,name_underlying_issuer_v1,1538,73926522.5,False
023723,景顺长城上证科创板综合价格ETF联接A,景顺长城上证科创板综合价格ETF联接,A,指数型-股票,589890,科创综指ETF景顺,科创综指,equity_broad,30.353,LOW,name_underlying_issuer_v1,334,14159054.0,False
202021,南方小康ETF联接A,南方小康ETF联接,A,指数型-股票,159834,金ETF南方,金,equity_thematic,30.0,LOW,name_underlying_issuer_v1,1052,52018183.0,False
012692,博时中债0-3年国开行债券ETF联接A,博时中债0-3年国开行债券ETF联接,A,指数型-固收,159968,中证500ETF博时,中证500,equity_broad,26.235,LOW,name_underlying_issuer_v1,1628,15618880.0,False
009656,华安中债1-5年国开行债券ETF联接A,华安中债1-5年国开行债券ETF联接,A,指数型-固收,513030,德国ETF华安,德国,equity_thematic,24.579,LOW,name_underlying_issuer_v1,2880,77652741.5,False
000055,广发纳斯达克100ETF联接美元(QDII)A,广发纳斯达克100ETF联接美元,A,指数型-海外股票,513300,纳斯达克ETF华夏,纳斯达克,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1382,650302162.0,True
001361,景顺长城中证科技传媒通信150ETF联接A,景顺长城中证科技传媒通信150ETF联接,A,指数型-股票,512980,传媒ETF广发,传媒,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,2058,221305786.5,True
005554,南方恒生国企ETF联接A,南方恒生国企ETF联接,A,指数型-股票,510270,国企ETF中银,国企,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,3595,3189149.5,True
005813,华安CES港股通ETF联接A,华安CES港股通ETF联接,A,指数型-股票,513990,港股通ETF招商,港股通,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1433,24889395.5,True
005868,平安MSCI中国A股ETF联接A,平安MSCI中国A股ETF联接,A,指数型-股票,512160,MSCI中国A股ETF南方,MSCI中国A股,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1995,2184027.5,True
006196,华夏中证央企ETF联接A,华夏中证央企ETF联接,A,指数型-股票,510060,央企ETF工银,央企,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,4063,360721.5,True
006327,易方达中证海外互联网50ETF联接(QDII)A,易方达中证海外互联网50ETF联接,A,指数型-海外股票,517050,互联网ETF华泰柏瑞,互联网,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1316,3200378.0,True
006329,易方达中证海外互联网50ETF联接(QDII)(美元现汇)A,易方达中证海外互联网50ETF联接(美元现汇),A,指数型-海外股票,517050,互联网ETF华泰柏瑞,互联网,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1316,3200378.0,True
006687,方正富邦深证100ETF联接A,方正富邦深证100ETF联接,A,指数型-股票,159901,深证100ETF易方达,深证100,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,4914,439430465.5,True
006748,富国中证价值ETF联接A,富国中证价值ETF联接,A,指数型-股票,510030,价值ETF华宝,价值,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,3908,5263881.0,True
008399,华泰柏瑞中证科技ETF联接A,华泰柏瑞中证科技ETF联接,A,指数型-股票,515000,科技ETF华宝,科技,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1676,174841386.5,True
012503,国泰中证环保产业50ETF联接A,国泰中证环保产业50ETF联接,A,指数型-股票,512580,环保ETF广发,环保,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,2269,13105387.5,True
012554,西部利得创业板大盘ETF联接A,西部利得创业板大盘ETF联接,A,指数型-股票,159908,创业板ETF博时,创业板,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,3548,55048261.5,True
013317,华宝中证科创创业50ETF联接A,华宝中证科创创业50ETF联接,A,指数型-股票,159781,科创创业ETF易方达,科创创业,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,1221,622745989.0,True
017091,景顺长城纳斯达克科技ETF联接(QDII)A人民币,景顺长城纳斯达克科技ETF联接,A,指数型-海外股票,515000,科技ETF华宝,科技,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1676,174841386.5,True
018905,国泰交通运输ETF联接A,国泰交通运输ETF联接,A,指数型-股票,159666,交通运输ETF华夏,交通运输,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,832,18875504.0,True
019259,国泰富时国企红利ETF联接A,国泰富时国企红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
019365,汇添富中证国新央企股东回报ETF联接A,汇添富中证国新央企股东回报ETF联接,A,指数型-股票,510060,央企ETF工银,央企,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,4063,360721.5,True
019408,易方达中证港股通中国100ETF联接发起式A,易方达中证港股通中国100ETF联接发起式,A,指数型-股票,513990,港股通ETF招商,港股通,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1433,24889395.5,True
019592,嘉实中证国新央企现代能源ETF联接A,嘉实中证国新央企现代能源ETF联接,A,指数型-股票,510060,央企ETF工银,央企,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,4063,360721.5,True
020115,鹏扬中证国有企业红利ETF联接A,鹏扬中证国有企业红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
020356,华夏半导体材料设备ETF联接A,华夏半导体材料设备ETF联接,A,指数型-股票,159944,材料ETF广发,材料,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,2656,11472380.0,True
021044,国泰香港国企红利ETF联接(QDII)A,国泰香港国企红利ETF联接,A,指数型-海外股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
021701,国泰上证国企红利ETF联接A,国泰上证国企红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
021961,景顺长城中证国新港股通央企红利ETF联接A,景顺长城中证国新港股通央企红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
022274,国泰港股红利ETF联接A,国泰港股红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
022797,鹏华中证内地低碳经济主题ETF联接I,鹏华中证内地低碳经济主题ETF联接,I,指数型-股票,516070,低碳ETF易方达,低碳,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1267,7623110.5,True
022887,华宝标普港股通低波红利ETF联接A,华宝标普港股通低波红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
023389,易方达中证港股通高股息投资ETF联接发起式A,易方达中证港股通高股息投资ETF联接发起式,A,指数型-股票,513990,港股通ETF招商,港股通,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1433,24889395.5,True
023534,永赢中证港股通央企红利ETF联接A,永赢中证港股通央企红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
023597,景顺长城中证港股通创新药ETF联接A,景顺长城中证港股通创新药ETF联接,A,指数型-股票,159992,创新药ETF银华,创新药,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1520,720570365.0,True
024142,南方深证100ETF联接A,南方深证100ETF联接,A,指数型-股票,159901,深证100ETF易方达,深证100,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,4914,439430465.5,True
024350,建信上证智选科创板创新价值ETF联接A,建信上证智选科创板创新价值ETF联接,A,指数型-股票,510030,价值ETF华宝,价值,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,3908,5263881.0,True
024367,华宝沪深300自由现金流ETF联接A,华宝沪深300自由现金流ETF联接,A,指数型-股票,159912,深300ETF汇添富,深300,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,3554,1846916.5,True
024371,天弘中证港股通央企红利ETF联接A,天弘中证港股通央企红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
024543,平安MSCI中国A股国际ETF联接E,平安MSCI中国A股国际ETF联接,E,指数型-股票,512160,MSCI中国A股ETF南方,MSCI中国A股,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1995,2184027.5,True
024578,万家中证800自由现金流ETF联接A,万家中证800自由现金流ETF联接,A,指数型-股票,515810,中证800ETF易方达,中证800,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,1632,14982237.5,True
024602,方正富邦中证全指自由现金流ETF联接A,方正富邦中证全指自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1448,150671222.0,True
024622,华泰柏瑞中证全指自由现金流ETF联接A,华泰柏瑞中证全指自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1448,150671222.0,True
024770,华富中证全指自由现金流ETF联接A,华富中证全指自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1448,150671222.0,True
024833,博时中证全指自由现金流ETF联接A,博时中证全指自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1448,150671222.0,True
024902,中银中证全指自由现金流ETF联接A,中银中证全指自由现金流ETF联接,A,指数型-股票,518680,金ETF富国,金,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,1448,150671222.0,True
025166,汇添富恒生港股通中国科技ETF联接A,汇添富恒生港股通中国科技ETF联接,A,指数型-股票,159920,恒生ETF华夏,恒生,overseas,88.0,MEDIUM,name_underlying_issuer_v1,3337,359807905.0,True
025315,摩根上证科创板新一代信息技术ETF联接A,摩根上证科创板新一代信息技术ETF联接,A,指数型-股票,159939,信息技术ETF广发,信息技术,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,2780,59914576.5,True
025461,西部利得创业板综合ETF联接A,西部利得创业板综合ETF联接,A,指数型-股票,159908,创业板ETF博时,创业板,equity_broad,88.0,MEDIUM,name_underlying_issuer_v1,3548,55048261.5,True
026165,景顺长城恒生港股通50ETF联接A,景顺长城恒生港股通50ETF联接,A,指数型-股票,159920,恒生ETF华夏,恒生,overseas,88.0,MEDIUM,name_underlying_issuer_v1,3337,359807905.0,True
027551,银华标普港股通低波红利ETF联接A,银华标普港股通低波红利ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
090012,大成深证成长40ETF联接A,大成深证成长40ETF联接,A,指数型-股票,159259,成长ETF易方达,成长,equity_thematic,88.0,MEDIUM,name_underlying_issuer_v1,213,426409058.0,True
161130,易方达纳斯达克100ETF联接(QDII-LOF)A(人民币),易方达纳斯达克100ETF联接,A,指数型-海外股票,513300,纳斯达克ETF华夏,纳斯达克,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1382,650302162.0,True
270042,广发纳斯达克100ETF联接人民币(QDII)A,广发纳斯达克100ETF联接人民币,A,指数型-海外股票,513300,纳斯达克ETF华夏,纳斯达克,overseas,88.0,MEDIUM,name_underlying_issuer_v1,1382,650302162.0,True
501029,华宝标普中国A股红利机会ETF联接A(LOF),华宝标普中国A股红利机会ETF联接,A,指数型-股票,510880,红利ETF华泰柏瑞,红利,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,4737,654647591.0,True
501301,华宝港股通恒生中国(香港上市)30ETF联接(LOF)A,华宝港股通恒生中国(香港上市)30ETF联接,A,指数型-股票,159920,恒生ETF华夏,恒生,overseas,88.0,MEDIUM,name_underlying_issuer_v1,3337,359807905.0,True
519706,交银深证300价值ETF联接,交银深证300价值ETF联接,,指数型-股票,510030,价值ETF华宝,价值,equity_dividend,88.0,MEDIUM,name_underlying_issuer_v1,3908,5263881.0,True
